t,P,dP_dt
1.7081416845321655,1.2552181482315063,0.4412433207035064
26.823564529418945,7.0730814933776855,1.2515233755111694
6.1576313972473145,2.4435994625091557,-0.3725790381431579
34.825565338134766,9.630050659179688,0.3987086713314056
22.185237884521484,10.485879898071287,-0.1982525438070297
19.989997863769528,7.260993957519531,2.240943193435669
24.286056518554688,7.704883575439453,-1.4937270879745483
9.887177467346191,2.4674079418182373,0.6878580451011657
34.91998291015625,9.676812171936035,0.5688236951828002
23.424484252929688,9.125460624694824,-1.6712626218795776
8.069613456726074,1.9309353828430176,-0.0457763634622097
37.95318984985352,19.614601135253903,4.589449405670166
28.452289581298828,10.941235542297363,3.321376085281372
52.942188262939446,17.778112411499023,2.666238307952881
12.082416534423828,4.904526710510254,1.205302119255066
14.962192535400392,4.97591495513916,-0.8912159204483032
22.58651733398437,10.27816677093506,-0.8876128196716307
18.72714614868164,4.921288967132568,1.349932074546814
39.26325225830078,23.333511352539062,0.4083799421787262
49.24805068969727,26.84313201904297,-5.082175731658936
13.510501861572266,5.845626354217528,-0.0377772264182567
15.835567474365234,4.264660835266112,-0.6906304955482482
12.68433666229248,5.501162528991699,0.8052185773849487
36.06481170654297,11.705574035644531,2.8063535690307617
14.796958923339844,5.120680809020996,-0.8757290244102478
17.22824478149414,3.8300266265869136,0.1329641193151474
19.683135986328125,6.584508419036865,2.103614091873169
46.48629760742188,24.93233108520508,6.093958377838135
7.739147663116454,1.9623888731002808,-0.1452737748622894
19.70674133300781,6.634164333343506,2.1168708801269527
41.906982421875,15.542677879333496,-3.1700680255889893
14.466493606567385,5.396418571472168,-0.7802183628082275
13.180035591125488,5.78864288330078,0.3133257627487182
27.93298721313477,9.312956809997559,2.7721869945526123
47.10002136230469,28.27771377563477,4.627854347229004
6.547109603881836,2.296255111694336,-0.3736224770545959
50.1214256286621,22.19928550720215,-5.139704704284668
17.889177322387695,4.0813822746276855,0.628821611404419
10.064212799072266,2.5965704917907715,0.7744491100311279
51.67933654785156,16.907312393188477,-1.2662241458892822
53.00120162963867,17.946989059448242,2.8594679832458496
16.50830078125,3.9151256084442134,-0.3362469971179962
7.939787864685058,1.939488410949707,-0.0861434862017631
16.413883209228516,3.9494686126708975,-0.3919976651668548
5.567513465881348,2.640044450759888,-0.2654245495796203
24.27425575256348,7.722461700439453,-1.5011273622512815
32.14643096923828,14.010771751403809,-2.766209602355957
52.03340530395508,16.629932403564453,-0.1991961002349853
38.73214721679688,22.537391662597656,2.5966427326202397
13.59311866760254,5.840747833251953,-0.1226847097277641
14.773354530334473,5.141149997711182,-0.8718153238296508
16.095218658447266,4.102168083190918,-0.5670661926269531
30.824563980102536,16.480783462524414,-0.3436140120029449
15.186437606811523,4.7792558670043945,-0.8809993863105773
44.38547897338867,14.48312759399414,2.6046924591064453
44.7159423828125,15.513927459716797,3.484198808670044
12.30666160583496,5.151854515075684,1.0893831253051758
12.176835060119627,5.011690616607666,1.161669373512268
21.01680374145508,9.486484527587889,1.822794198989868
34.11742401123047,9.828702926635742,-0.8217768669128418
11.669333457946776,4.397638320922852,1.306119441986084
26.847169876098636,7.103189945220947,1.2835559844970703
53.95719146728516,22.20184135437012,5.907745838165283
8.105021476745605,1.929484724998474,-0.0344946719706058
50.02700424194336,22.68610000610352,-5.257712841033936
51.39608001708984,17.401966094970703,-2.1018941402435303
31.32026481628418,15.93980598449707,-1.6629009246826172
10.595318794250488,3.0752520561218266,1.0295991897583008
42.82756423950195,13.461851119995115,-1.2404698133468628
45.02280426025391,16.714401245117188,4.283700466156006
44.97559356689453,16.515047073364258,4.163433074951172
45.61292266845703,19.618820190429688,5.595086574554443
2.522504568099976,1.6844685077667236,0.5986401438713073
53.30806350708008,19.00693893432617,3.87027645111084
41.15163040161133,18.32538414001465,-4.059035778045654
10.736947059631348,3.2283761501312256,1.0927709341049194
44.50350189208984,14.819178581237791,2.9185149669647217
52.84777069091797,17.531696319580078,2.3585846424102783
3.089017868041992,2.0449821949005127,0.6293716430664062
5.709141731262207,2.5993192195892334,-0.3033006191253662
33.468292236328125,10.73186492919922,-1.8343492746353147
6.181236267089844,2.4347426891326904,-0.374125063419342
29.17223358154297,13.401668548583984,3.401880979537964
5.744548797607422,2.5883193016052246,-0.3115790784358978
3.3250648975372314,2.1917932033538814,0.6079986691474915
12.54270839691162,5.3815107345581055,0.9236497282981871
42.36727523803711,14.288991928100586,-2.2641963958740234
24.47489547729492,7.436531066894531,-1.3621413707733154
13.368873596191406,5.835773944854736,0.1116025224328041
50.392879486083984,20.87351417541504,-4.680774688720703
41.12802505493164,18.42093849182129,-4.067827224731444
38.89738082885742,22.90711784362793,1.956498980522156
30.446889877319336,16.374719619750977,0.8018804788589478
7.267053604125976,2.059514284133911,-0.2658709287643432
25.537107467651367,6.511343002319336,-0.331224501132965
20.99319839477539,9.444581031799315,1.8504962921142576
28.3814754486084,10.704031944274902,3.263427734375
19.907381057739254,7.072870254516602,2.2121322154998775
8.459092140197756,1.937379479408264,0.0845284387469291
29.52630615234375,14.509820938110352,3.017587661743164
40.62052536010742,20.466981887817383,-3.869815587997437
37.7525520324707,18.66550636291504,4.774921894073486
39.22784423828125,23.316665649414062,0.5618395805358886
50.86497116088867,18.92361259460449,-3.5810835361480717
7.125424861907959,2.0991246700286865,-0.2957065105438232
3.7027404308319087,2.403138875961304,0.5257653594017028
5.779955863952637,2.57703161239624,-0.3193751275539398
53.03660583496094,18.05377769470215,2.9756996631622314
26.540307998657227,6.76962947845459,0.8753061294555664
41.65913009643555,16.37611961364746,-3.569493055343628
52.918582916259766,17.71375846862793,2.589139461517334
43.31146240234375,13.111770629882812,-0.1052874997258186
22.63372611999512,10.235353469848633,-0.9580599069595336
47.13542556762695,28.434778213500977,4.493135929107666
31.39107894897461,15.812996864318848,-1.8173980712890625
18.738946914672848,4.937373161315918,1.3604629039764404
25.82036399841309,6.461496829986572,-0.0092802047729492
20.709941864013672,8.893030166625977,2.1165590286254883
34.613121032714844,9.590214729309082,0.0229954086244106
8.022404670715332,1.9334652423858645,-0.0606388226151466
29.844968795776367,15.35938835144043,2.421264171600342
21.92558479309082,10.466200828552246,0.2989155948162078
2.203840732574463,1.5009708404541016,0.5468987226486206
7.573915004730224,1.989773154258728,-0.190714880824089
50.770553588867195,19.271533966064453,-3.823124408721924
8.600720405578613,1.952727198600769,0.1353164762258529
31.579916000366207,15.42930507659912,-2.177231550216675
37.57551574707031,17.816539764404297,4.833279132843018
51.25445175170898,17.73451805114746,-2.51081657409668
19.506101608276367,6.224313259124756,1.992108941078186
26.6583309173584,6.883159637451172,1.0301578044891355
34.89637756347656,9.663420677185057,0.5260989665985107
10.890377998352053,3.4060957431793213,1.1562811136245728
17.94818878173828,4.1210389137268075,0.6765167713165283
15.009402275085447,4.934342384338378,-0.8919423222541809
17.72394561767578,3.985737562179565,0.4983547031879425
36.44248962402344,12.937644004821776,3.5559301376342773
