t,x,v,a
30.00160003200064,-0.2056328732515513,0.1491634718389786,0.6603835083233243
30.00360007200144,-0.2053332201234959,0.1504833296862369,0.6594464035404367
30.00560011200224,-0.2050309291152545,0.1518013011384506,0.6584971160800142
30.007600152003043,-0.2047260040245246,0.1531173618326744,0.6575356348609432
30.00960019200384,-0.2044184486974332,0.1544314873814956,0.6565619491157542
30.011600232004643,-0.2041082670285356,0.1557436533730405,0.6555760483931041
30.01360027200544,-0.2037954629608186,0.1570538353709588,0.6545779225602734
30.01560031200624,-0.2034800404856971,0.1583620089144412,0.6535675618056234
30.01760035200704,-0.2031620036430174,0.1596681495182017,0.6525449566410807
30.01960039200784,-0.2028413565210537,0.1609722326724958,0.6515100979045818
30.021600432008643,-0.2025181032565113,0.1622742338431043,0.6504629767625378
30.02360047200944,-0.2021922480345254,0.1635741284713402,0.6494035847122737
30.025600512010243,-0.2018637950889956,0.1648718920153511,0.6483319135925338
30.02760055201104,-0.2015327487067913,0.1661675002059825,0.647247955644473
30.029600592011843,-0.2011991132249224,0.167460928440317,0.6461517034041916
30.03160063201264,-0.2008628930293491,0.1687521520252879,0.6450431497401564
30.03360067201344,-0.200524092555356,0.1700411462669183,0.6439222878715458
30.035600712014244,-0.2001827162875564,0.1713278864703052,0.6427891113705544
30.03760075201504,-0.1998387687598904,0.1726123479396263,0.6416436141646642
30.039600792015843,-0.1994922545556231,0.1738945059781469,0.6404857905389052
30.04160083201664,-0.1991431783073491,0.1751743358882039,0.6393156351381235
30.043600872017443,-0.198791544696987,0.1764518129712242,0.638133142969207
30.04560091201824,-0.1984373584557852,0.1777269125277061,0.6369383094033315
30.04760095201904,-0.1980806243643161,0.1789996098572379,0.6357311301781611
30.04960099201984,-0.1977213472524816,0.1802698802584795,0.6345116014000696
30.05160103202064,-0.1973595319995079,0.1815376990291806,0.6332797195463142
30.053601072021443,-0.1969951835339499,0.1828030414661648,0.6320354814672302
30.05560111202224,-0.1966283068336896,0.1840658828653366,0.6307788843883886
30.057601152023043,-0.1962589069259335,0.1853261985216877,0.6295099259127416
30.05960119202384,-0.195886988887218,0.1865839637292819,0.6282286040227768
30.061601232024643,-0.1955125578434035,0.1878391537812725,0.6269349170826223
30.06360127202544,-0.1951356189696797,0.1890917439698846,0.6256288638401776
30.06560131202624,-0.1947561774905609,0.190341709586433,0.6243104434291893
30.067601352027044,-0.1943742386798901,0.1915890259213065,0.6229796553713515
30.071601432028643,-0.1936028904058961,0.1940756119029948,0.6202809763539855
30.07360147202944,-0.1932134917368919,0.1953148321259954,0.6189130863960752
30.07760155203104,-0.192427272690616,0.1977850034698838,0.6161402110537093
30.07960159203184,-0.1920304634036243,0.199015905161442,0.6147352290536022
30.08360167203344,-0.191229473397586,0.2014692170035629,0.6118881878692004
30.085601712034244,-0.1908253040647798,0.2026915777192826,0.61044613448772
30.08760175203504,-0.1904186928518219,0.2039110420066764,0.6089917304605506
30.089601792035843,-0.1900096455751486,0.205127585146028,0.6075249797098994
30.09160183203664,-0.1895981681005258,0.2063411824166929,0.6060458865697389
30.093601872037443,-0.1891842663430434,0.207551809097116,0.6045544557876681
30.09560191203824,-0.1887679462647228,0.2087594405048578,0.6030506925213589
30.09760195203904,-0.1883492138534306,0.2099640523862037,0.6015346022964075
30.10160203204064,-0.1875045363504045,0.2123641189012031,0.5984654654825522
30.10560211204224,-0.1866502830025544,0.214751810832201,0.5953470987006717
30.107602152043043,-0.1862195809664315,0.2159409545935871,0.5937694726052347
30.10960219204384,-0.185786503761277,0.217126930685524,0.5921795621101504
30.111602232044643,-0.1853510577518136,0.2183097144946682,0.5905773758032045
30.113602272045444,-0.1849132493510863,0.2194892814370144,0.5889629227022278
30.11560231204624,-0.1844730850204598,0.220665606957902,0.5873362122565802
30.117602352047044,-0.1840305712696165,0.2218386665320211,0.585697254348609
30.11960239204784,-0.1835857146565618,0.2230084356633983,0.5840460592951179
30.121602432048643,-0.1831385217876177,0.2241748898854129,0.5823826378487742
30.12360247204944,-0.1826889993174293,0.2253380047607804,0.5807070011995381
30.125602512050243,-0.1822371539489583,0.2264977558815695,0.5790191609760298
30.12760255205104,-0.1817829924334898,0.2276541188691848,0.5773191292469197
30.12960259205184,-0.181326521570625,0.228807069374384,0.5756069185222514
30.131602632052644,-0.180867748208288,0.2299565830772631,0.5738825417547915
30.135602712054244,-0.179943321618489,0.2322452029431743,0.5703973441239337
30.13760275205504,-0.1794776823284724,0.2333842606131254,0.5686365513912806
30.139602792055843,-0.1790097684138734,0.2345197844945967,0.5668636488798314
30.14160283205664,-0.178539586964216,0.235651750414405,0.565078651775103
30.143602872057443,-0.1780671451173406,0.2367801342287199,0.5632815757128393
